"ves_id","type"
"56d835aee4b088455d1c1169",NA
"56d835aee4b088455d1c116e","Container Vessel"
"56d835aee4b088455d1c116f","Bulk Carrier"
"56d835aee4b088a576967039","Tug"
"56d835aee4b088d8eaae2b61",NA
"56d835aee4b088d8eaae2b65","Bulk Carrier"
"56d835aee4b088d8eaae2b69",NA
"56d835aee4b08ae8915ac2db","Bulk Carrier"
"56d835aee4b08ed15aa16558","Oil Tanker"
"56d835aee4b08ed15aa1655b",NA
"56d835aee4b09204d2b4c012","Container Vessel"
"56d835aee4b098a28bab8dc8","Bulk Carrier"
"56d835aee4b09944e7aa6dfb","Passenger Vessel"
"56d835aee4b09b379252ab37","Bulk Carrier"
"56d835aee4b09b379252ab40",NA
"56d835aee4b09d52056e9a0d","Tug"
"56d835aee4b09d52056e9a0f","Bulk Carrier"
"56d835aee4b09d52056e9a16",NA
"56d835aee4b09ee652001527",NA
"56d835aee4b09ee65200152c",NA
"56d835aee4b09f39bec683ef","Oil Tanker"
"56d835aee4b09f39bec683fc","Bulk Carrier"
"56d835aee4b09f39bec683ff","Oil Tanker"
"56d835aee4b09fa4bf9e96bd","Oil Tanker"
"56d835aee4b09fa4bf9e96c2",NA
"56d835aee4b0a0bfc44b9a27","Oil Tanker"
"56d835aee4b0a320bed3b351","Bulk Carrier"
"56d835aee4b0a5d5ab19b81b",NA
"56d835aee4b0a843fd720f38",NA
"56d835aee4b0ab7093265e2a","Bulk Carrier"
"56d835aee4b0ab7093265e2d","Tug"
"56d835aee4b0ad1bfa260bf2","Oil Tanker"
"56d835aee4b0ad1bfa260bf9","Bulk Carrier"
"56d835aee4b0af1fdd6a1737","Reefer"
"56d835aee4b0af1fdd6a173a",NA
"56d835aee4b0b1090ebf1528",NA
"56d835aee4b0b1090ebf152a","Tug"
"56d835aee4b0b1090ebf1535","Container Vessel"
"56d835aee4b0b1c94f7be0c8","Fishing Vessel"
"56d835aee4b0b1c94f7be0ce",NA
"56d835aee4b0b1c94f7be0cf",NA
"56d835aee4b0b1c94f7be0d0","Container Vessel"
"56d835aee4b0b28ed5cb48ba","Oil Tanker"
"56d835aee4b0b28ed5cb48c3",NA
"56d835aee4b0b5c97863465b","Bulk Carrier"
"56d835aee4b0b5c97863465d","Bulk Carrier"
"56d835aee4b0b5c97863465e","Oil Tanker"
"56d835aee4b0b5c978634660","Container Vessel"
"56d835aee4b0b5c978634661","Oil Tanker"
"56d835aee4b0b90a07511c9e","Bulk Carrier"
"56d835aee4b0c1bb3e2f70f5","Bulk Carrier"
"56d835aee4b0c1bb3e2f70fc","Bulk Carrier"
"56d835aee4b0c1caecc87667","Tug"
"56d835aee4b0c239f219cab7",NA
"56d835aee4b0c50cbbdeae58","Container Vessel"
"56d835aee4b0c5e7bb970a01","Bulk Carrier"
"56d835aee4b0c69889b191e3","Container Vessel"
"56d835aee4b0d38e4536ee11",NA
"56d835aee4b0d51bec82dc31",NA
"56d835aee4b0d65048c64e56","Passenger Vessel"
"56d835aee4b0d6a7a82cc42d","Bulk Carrier"
"56d835aee4b0d6a7a82cc430",NA
"56d835aee4b0d75a97d9ad10",NA
"56d835aee4b0d8941fe959a5","Bulk Carrier"
"56d835aee4b0d9e33ced5921","Reefer"
"56d835aee4b0d9e33ced5929","Container Vessel"
"56d835aee4b0dd65c48b6ae6","Container Vessel"
"56d835aee4b0dd7941800b8e","Fishing Vessel"
"56d835aee4b0de6e5887b06c",NA
"56d835aee4b0dfe443cd1c59",NA
"56d835aee4b0dfe443cd1c60","Container Vessel"
"56d835aee4b0dfe443cd1c63","Fishing Vessel"
"56d835aee4b0e0f437f3810f","Container Vessel"
"56d835aee4b0e0f437f38117","Container Vessel"
"56d835aee4b0e0f437f38119","Container Vessel"
"56d835aee4b0e0f437f38120","Oil Tanker"
"56d835aee4b0e1071229c675",NA
"56d835aee4b0e1071229c677",NA
"56d835aee4b0e1071229c678","Tug"
"56d835aee4b0e1071229c679","Bulk Carrier"
"56d835aee4b0e207d627f3db","Tug"
"56d835aee4b0e47eba0a897e",NA
"56d835aee4b0e80e4c3be806","Bulk Carrier"
"56d835aee4b0e85416b97301",NA
"56d835aee4b0e85416b97308",NA
"56d835aee4b0eadad2347bd3",NA
"56d835aee4b0eadad2347bd5","Oil Tanker"
"56d835aee4b0ed49815081f3","Container Vessel"
"56d835aee4b0ed49815081f6",NA
"56d835aee4b0ed5f9b95a117",NA
"56d835aee4b0ee70f41befa8","Container Vessel"
"56d835aee4b0f11b7136e2e3",NA
"56d835aee4b0f11b7136e2ef",NA
"56d835aee4b0f11b7136e2f1","Bulk Carrier"
"56d835aee4b0f11b7136e2f2","Bulk Carrier"
"56d835aee4b0f4b761a258b0","Bulk Carrier"
"56d835aee4b0f4b761a258b1",NA
"56d835aee4b0fc779ce99b23","Bulk Carrier"
"56d835aee4b0fea4c4b0343c","Bulk Carrier"
"56d835aee4b0ff9ce9164ecf","Oil Tanker"
"56d835aee4b0ff9ce9164ed2",NA
"56d835afe4b00146513f9166",NA
"56d835afe4b00146513f916a",NA
"56d835afe4b00146513f916d","Container Vessel"
"56d835afe4b002eabab58137","Passenger Vessel"
"56d835afe4b002eabab58139",NA
"56d835afe4b002eabab5813c",NA
"56d835afe4b002eabab58142","Container Vessel"
"56d835afe4b0082da03108a0",NA
"56d835afe4b0087bba0bc1e4","Bulk Carrier"
"56d835afe4b0087bba0bc1eb","Bulk Carrier"
"56d835afe4b008b1c25c4a25","Tug"
"56d835afe4b008f3c69311ea","Oil Tanker"
"56d835afe4b008f3c69311ed",NA
"56d835afe4b008f3c69311fe",NA
"56d835afe4b008f3c6931200","Reefer"
"56d835afe4b008f3c6931203","Bulk Carrier"
"56d835afe4b008f3c6931205",NA
"56d835afe4b008f3c6931209","Bulk Carrier"
"56d835afe4b00da0b000f867",NA
"56d835afe4b0102092ba1385","Tug"
"56d835afe4b0102092ba1386",NA
"56d835afe4b01129f9ef3b44",NA
"56d835afe4b013a6a061fc53","Tug"
"56d835afe4b013a6a061fc55","Bulk Carrier"
"56d835afe4b014313c42daed","Bulk Carrier"
"56d835afe4b014313c42daf0","Bulk Carrier"
"56d835afe4b018c4bd85a414",NA
"56d835afe4b0191ec59e82a9","Reefer"
"56d835afe4b0198613d0a4bf",NA
"56d835afe4b0198613d0a4c4",NA
"56d835afe4b01ce41c2468cf",NA
"56d835afe4b01ce41c2468db","Bulk Carrier"
"56d835afe4b01ce41c2468dd","Oil Tanker"
"56d835afe4b01da0af77251a","Oil Tanker"
"56d835afe4b01ec304d3dd95","Oil Tanker"
"56d835afe4b01ec304d3dd9a","Oil Tanker"
"56d835afe4b02098f6e2d576","Container Vessel"
"56d835afe4b025a920ad60f0",NA
"56d835afe4b025a920ad60f1","Bulk Carrier"
"56d835afe4b025a920ad60f7","Passenger Vessel"
"56d835afe4b0296bbc0d34d3","Fishing Vessel"
"56d835afe4b02a0dec52327a",NA
"56d835afe4b0344ec5de74c1","Oil Tanker"
"56d835afe4b0344ec5de74cd",NA
"56d835afe4b0344ec5de74ce","Oil Tanker"
"56d835afe4b0365aa1132fa3",NA
"56d835afe4b0365aa1132fa9",NA
"56d835afe4b0365aa1132fb7","Bulk Carrier"
"56d835afe4b0370600ea69d6","Container Vessel"
"56d835afe4b0370600ea69d9","Tug"
"56d835afe4b03c244d914f7b","Oil Tanker"
"56d835afe4b03c244d914f7c","Container Vessel"
"56d835afe4b03ff86c5e8d8f","Bulk Carrier"
"56d835afe4b03ff86c5e8d96",NA
"56d835afe4b03ff86c5e8d97","Container Vessel"
"56d835afe4b0426087e0eda3",NA
"56d835afe4b0469a5cc42ea6",NA
"56d835afe4b04b350fcdf1cd",NA
"56d835afe4b04d93791a8c36","Container Vessel"
"56d835afe4b04d93791a8c3c","Bulk Carrier"
"56d835afe4b04f8dc3fc3d7e","Fishing Vessel"
"56d835afe4b05b8c70fda397","Tug"
"56d835afe4b05b8c70fda399",NA
"56d835afe4b05b8c70fda39e","Bulk Carrier"
"56d835afe4b05d643818b8ed",NA
"56d835afe4b060dc89f27f7a","Oil Tanker"
"56d835afe4b064ba7279b079","Container Vessel"
"56d835afe4b064ba7279b07c",NA
"56d835afe4b064ba7279b080","Tug"
"56d835afe4b064ba7279b084",NA
"56d835afe4b064ba7279b086","Oil Tanker"
"56d835afe4b06601c5c57be6","Fishing Vessel"
"56d835afe4b07096ffb1f2ec",NA
"56d835afe4b07096ffb1f2f2",NA
"56d835afe4b071261a9d0af5",NA
"56d835afe4b071261a9d0afb",NA
"56d835afe4b0717ad01d52a5","Bulk Carrier"
"56d835afe4b07c0bd1e40e1f","Bulk Carrier"
"56d835afe4b088455d1c1180","Bulk Carrier"
"56d835afe4b088455d1c1185",NA
"56d835afe4b088455d1c118a","Oil Tanker"
"56d835afe4b088a57696703e","Container Vessel"
"56d835afe4b088d8eaae2b6e","Container Vessel"
"56d835afe4b088d8eaae2b73",NA
"56d835afe4b088d8eaae2b77","Container Vessel"
"56d835afe4b088d8eaae2b7f",NA
"56d835afe4b088d8eaae2b81","Container Vessel"
"56d835afe4b08a253162ab49","Container Vessel"
"56d835afe4b08a253162ab4a","Bulk Carrier"
"56d835afe4b08ae8915ac2eb","Bulk Carrier"
"56d835afe4b08ed15aa1655d",NA
"56d835afe4b08ed15aa16569",NA
"56d835afe4b09204d2b4c01a",NA
"56d835afe4b098a28bab8dcf","Bulk Carrier"
"56d835afe4b098a28bab8dd4",NA
"56d835afe4b098a28bab8dde","Bulk Carrier"
"56d835afe4b098a28bab8de8","Tug"
"56d835afe4b09b379252ab41","Bulk Carrier"
"56d835afe4b09b379252ab45","Container Vessel"
"56d835afe4b09b379252ab49","Container Vessel"
"56d835afe4b09d52056e9a1d",NA
"56d835afe4b09d52056e9a20",NA
"56d835afe4b09e7587feca94","Bulk Carrier"
"56d835afe4b09ee652001535","Bulk Carrier"
"56d835afe4b09f39bec6841e","Tug"
"56d835afe4b09f39bec6841f","Tug"
"56d835afe4b09f39bec68422",NA
"56d835afe4b09f39bec6842a","Bulk Carrier"
"56d835afe4b09f39bec6842b",NA
"56d835afe4b09fa4bf9e96c8",NA
"56d835afe4b0a0bfc44b9a3a","Oil Tanker"
"56d835afe4b0a1804a32f9c9","Bulk Carrier"
"56d835afe4b0a320bed3b35e","Container Vessel"
"56d835afe4b0a320bed3b35f","Bulk Carrier"
"56d835afe4b0a320bed3b363",NA
"56d835afe4b0a320bed3b36a",NA
"56d835afe4b0a320bed3b36b","Container Vessel"
"56d835afe4b0a320bed3b374","Bulk Carrier"
"56d835afe4b0a3ee33e57008","Fishing Vessel"
"56d835afe4b0a5d5ab19b825","Bulk Carrier"
"56d835afe4b0a6fedb004fbb","Tug"
"56d835afe4b0a6fedb004fbf","Container Vessel"
"56d835afe4b0a843fd720f46","Container Vessel"
"56d835afe4b0a843fd720f53",NA
"56d835afe4b0a843fd720f56","Container Vessel"
"56d835afe4b0ab7093265e32","Reefer"
"56d835afe4b0ad1bfa260c01",NA
"56d835afe4b0ad1bfa260c02","Oil Tanker"
"56d835afe4b0ad1bfa260c04",NA
"56d835afe4b0ad1bfa260c0d","Bulk Carrier"
"56d835afe4b0af1fdd6a1741",NA
"56d835afe4b0af1fdd6a1744","Fishing Vessel"
"56d835afe4b0b1c94f7be0e0",NA
"56d835afe4b0b28ed5cb48cd",NA
"56d835afe4b0ba9a5eab18a9",NA
"56d835afe4b0ba9a5eab18ab","Container Vessel"
"56d835afe4b0c1bb3e2f7104",NA
"56d835afe4b0c1caecc87678","Container Vessel"
"56d835afe4b0c1caecc87679","Tug"
"56d835afe4b0c239f219cac0",NA
"56d835afe4b0c363b5cdef85","Oil Tanker"
"56d835afe4b0c363b5cdef8b",NA
"56d835afe4b0c50cbbdeae63",NA
"56d835afe4b0c50cbbdeae66","Bulk Carrier"
"56d835afe4b0c50cbbdeae67",NA
"56d835afe4b0c50cbbdeae6f","Tug"
"56d835afe4b0c50cbbdeae72",NA
"56d835afe4b0c50cbbdeae73",NA
"56d835afe4b0c50cbbdeae7b",NA
"56d835afe4b0c5e7bb970a04",NA
"56d835afe4b0c5fd0bebef44","Tug"
"56d835afe4b0d358a503adf0","Bulk Carrier"
"56d835afe4b0d38e4536ee2e","Oil Tanker"
"56d835afe4b0d468a705494e","Bulk Carrier"
"56d835afe4b0d51bec82dc3b","Bulk Carrier"
"56d835afe4b0d51bec82dc3c","Oil Tanker"
"56d835afe4b0d51bec82dc43",NA
"56d835afe4b0d65048c64e5a","Bulk Carrier"
"56d835afe4b0d6a7a82cc432","Tug"
"56d835afe4b0d6a7a82cc433","Bulk Carrier"
"56d835afe4b0d75a97d9ad1e","Oil Tanker"
"56d835afe4b0d8941fe959ab","Oil Tanker"
"56d835afe4b0d9e33ced5932",NA
"56d835afe4b0d9e33ced593c","Container Vessel"
"56d835afe4b0d9e33ced593d",NA
"56d835afe4b0dd4c0226cc9c",NA
"56d835afe4b0dd65c48b6aea",NA
"56d835afe4b0dd7941800b92",NA
"56d835afe4b0dd7941800b9e","Bulk Carrier"
"56d835afe4b0de6e5887b086","Container Vessel"
"56d835afe4b0dfe443cd1c66",NA
"56d835afe4b0dfe443cd1c6a","Bulk Carrier"
"56d835afe4b0dfe443cd1c6e","Bulk Carrier"
"56d835afe4b0e0f437f38122",NA
"56d835afe4b0e178dda67307","Container Vessel"
"56d835afe4b0e207d627f3df","Bulk Carrier"
"56d835afe4b0e207d627f3e4","Container Vessel"
"56d835afe4b0e207d627f3e6","Bulk Carrier"
"56d835afe4b0e7b60f9df4a5","Container Vessel"
"56d835afe4b0eadad2347be6","Bulk Carrier"
"56d835afe4b0eadad2347bea","Bulk Carrier"
"56d835afe4b0eadad2347bf0",NA
"56d835afe4b0eadad2347bf1","Oil Tanker"
"56d835afe4b0eadad2347bf7","Container Vessel"
"56d835afe4b0ecd62e846d0b","Bulk Carrier"
"56d835afe4b0ed49815081fb",NA
"56d835afe4b0ed49815081fd",NA
"56d835afe4b0ed49815081fe","Bulk Carrier"
"56d835afe4b0ed4981508205",NA
"56d835afe4b0ed4981508207",NA
"56d835afe4b0ee70f41befaa","Container Vessel"
"56d835afe4b0eef5b9cfa4e5","Container Vessel"
"56d835afe4b0eef5b9cfa4ea",NA
"56d835afe4b0f11b7136e2f8",NA
"56d835afe4b0f11b7136e2f9","Tug"
"56d835afe4b0f11b7136e2fd","Reefer"
"56d835afe4b0f11b7136e301","Oil Tanker"
"56d835afe4b0f11b7136e302","Container Vessel"
"56d835afe4b0f11b7136e303",NA
"56d835afe4b0f11b7136e305",NA
"56d835afe4b0f11b7136e30f","Tug"
"56d835afe4b0fc779ce99b26","Container Vessel"
"56d835afe4b0fc779ce99b29","Oil Tanker"
"56d835afe4b0fd8aa7f86499",NA
"56d835afe4b0fea4c4b0344c",NA
"56d835afe4b0ff9ce9164edf","Bulk Carrier"
"56d835afe4b0ff9ce9164ee3","Container Vessel"
"56d835afe4b0ff9ce9164ee6",NA
"56d835afe4b0ff9ce9164ee7",NA
"56d835b0e4b00146513f916e",NA
"56d835b0e4b00146513f9170",NA
"56d835b0e4b00146513f9172","Container Vessel"
"56d835b0e4b0039bb5847361","Container Vessel"
"56d835b0e4b0087bba0bc1f4","Bulk Carrier"
"56d835b0e4b0087bba0bc1f5","Container Vessel"
"56d835b0e4b0087bba0bc1f9","Bulk Carrier"
"56d835b0e4b008f3c6931210","Bulk Carrier"
"56d835b0e4b01129f9ef3b52","Fishing Vessel"
"56d835b0e4b0191ec59e82b8","Bulk Carrier"
"56d835b0e4b0191ec59e82b9","Bulk Carrier"
"56d835b0e4b0191ec59e82bc",NA
"56d835b0e4b01b88a1e19df5","Oil Tanker"
"56d835b0e4b01c7098935208","Container Vessel"
"56d835b0e4b01ce41c2468e5","Container Vessel"
"56d835b0e4b01ec304d3ddab","Reefer"
"56d835b0e4b0296bbc0d34d8","Container Vessel"
"56d835b0e4b02a0dec523283",NA
"56d835b0e4b02c65b7730ff0","Bulk Carrier"
"56d835b0e4b0344ec5de74d3","Bulk Carrier"
"56d835b0e4b0344ec5de74df",NA
"56d835b0e4b0365aa1132fbb","Reefer"
"56d835b0e4b0370600ea69e0","Passenger Vessel"
"56d835b0e4b03c8d0f23d4c8",NA
"56d835b0e4b03ff86c5e8d99","Oil Tanker"
"56d835b0e4b03ff86c5e8d9b","Passenger Vessel"
"56d835b0e4b0426087e0eda4","Bulk Carrier"
"56d835b0e4b0426087e0eda5","Tug"
"56d835b0e4b0426087e0eda6","Container Vessel"
"56d835b0e4b04690e5e6989c","Passenger Vessel"
"56d835b0e4b0469a5cc42eab","Passenger Vessel"
"56d835b0e4b04eb0dbddac94",NA
"56d835b0e4b0550004876e26","Container Vessel"
"56d835b0e4b058bc0872b34e",NA
"56d835b0e4b05b8c70fda3aa",NA
"56d835b0e4b05b8c70fda3ae","Reefer"
"56d835b0e4b064423ed9345c",NA
"56d835b0e4b064423ed9345d","Bulk Carrier"
"56d835b0e4b06601c5c57beb","Container Vessel"
"56d835b0e4b07096ffb1f2f6",NA
"56d835b0e4b071261a9d0b01","Fishing Vessel"
"56d835b0e4b076ffee46aca9","Fishing Vessel"
"56d835b0e4b0790d634edd42",NA
"56d835b0e4b0790d634edd47","Container Vessel"
"56d835b0e4b088a576967048","Container Vessel"
"56d835b0e4b088d8eaae2b87",NA
"56d835b0e4b08ae8915ac2ed","Container Vessel"
"56d835b0e4b08ed15aa16578",NA
"56d835b0e4b08ed15aa1657c",NA
"56d835b0e4b08ed15aa1657f","Container Vessel"
"56d835b0e4b091321c0a831b",NA
"56d835b0e4b09b379252ab4c","Oil Tanker"
"56d835b0e4b09b379252ab53","Container Vessel"
"56d835b0e4b09b379252ab58",NA
"56d835b0e4b09e7587feca9a",NA
"56d835b0e4b09ee652001539","Tug"
"56d835b0e4b09fa4bf9e96d8",NA
"56d835b0e4b09fa4bf9e96e1",NA
"56d835b0e4b0a0bfc44b9a48",NA
"56d835b0e4b0a1804a32f9d5","Oil Tanker"
"56d835b0e4b0a320bed3b37c","Bulk Carrier"
"56d835b0e4b0a3ee33e57009","Tug"
"56d835b0e4b0a3ee33e5700c",NA
"56d835b0e4b0a5d5ab19b832","Container Vessel"
"56d835b0e4b0a6fedb004fcd","Bulk Carrier"
"56d835b0e4b0a843fd720f5b",NA
"56d835b0e4b0a843fd720f5d","Container Vessel"
"56d835b0e4b0ab7093265e3c",NA
"56d835b0e4b0ad1bfa260c12","Bulk Carrier"
"56d835b0e4b0af1fdd6a174b",NA
"56d835b0e4b0b1090ebf1544","Bulk Carrier"
"56d835b0e4b0b1090ebf1546",NA
"56d835b0e4b0b1c94f7be0e5","Tug"
"56d835b0e4b0b1c94f7be0e9",NA
"56d835b0e4b0b5c978634677","Bulk Carrier"
"56d835b0e4b0b8e21409dbee","Container Vessel"
"56d835b0e4b0b90a07511cb3","Container Vessel"
"56d835b0e4b0c1bb3e2f711f",NA
"56d835b0e4b0c363b5cdef91","Fishing Vessel"
"56d835b0e4b0c50cbbdeae89",NA
"56d835b0e4b0c5e7bb970a0c","Bulk Carrier"
"56d835b0e4b0c5fd0bebef47","Container Vessel"
"56d835b0e4b0c5fd0bebef4b",NA
"56d835b0e4b0c69889b191ec","Bulk Carrier"
"56d835b0e4b0c8d95c300b77","Container Vessel"
"56d835b0e4b0d358a503adf6",NA
"56d835b0e4b0d358a503adf7",NA
"56d835b0e4b0d358a503adf8","Bulk Carrier"
"56d835b0e4b0d38e4536ee36",NA
"56d835b0e4b0d468a7054954",NA
"56d835b0e4b0d468a7054955",NA
"56d835b0e4b0d51bec82dc4e",NA
"56d835b0e4b0d51bec82dc53",NA
"56d835b0e4b0d51bec82dc55",NA
"56d835b0e4b0d51bec82dc5b","Bulk Carrier"
"56d835b0e4b0d6a7a82cc43c","Tug"
"56d835b0e4b0d9e33ced593f",NA
"56d835b0e4b0d9e33ced5947","Container Vessel"
"56d835b0e4b0dd65c48b6aec",NA
"56d835b0e4b0dd65c48b6aed",NA
"56d835b0e4b0de6e5887b091",NA
"56d835b0e4b0dfe443cd1c74",NA
"56d835b0e4b0e1071229c688","Container Vessel"
"56d835b0e4b0e178dda67310","Tug"
"56d835b0e4b0e178dda67313",NA
"56d835b0e4b0e207d627f3e9","Tug"
"56d835b0e4b0e47eba0a8982","Container Vessel"
"56d835b0e4b0e80e4c3be82b",NA
"56d835b0e4b0ecd62e846d0e",NA
"56d835b0e4b0ed5f9b95a122","Container Vessel"
"56d835b0e4b0ed5f9b95a125",NA
"56d835b0e4b0f11b7136e316","Bulk Carrier"
"56d835b0e4b0fc779ce99b33",NA
"56d835b0e4b0fc779ce99b38",NA
"56d835b0e4b0fc9ba9ac524d",NA
"56d835b0e4b0fd8aa7f864aa",NA
"56d835b0e4b0fd8aa7f864af",NA
"56d835b0e4b0fea4c4b03453","Tug"
"56d835b0e4b0fea4c4b03458","Container Vessel"
"56d835b0e4b0ff9ce9164efa",NA
"56d835b1e4b018c4bd85a41f",NA
"56d835b1e4b018c4bd85a420","Bulk Carrier"
"56d835b1e4b01c7098935209","Passenger Vessel"
"56d835b1e4b01c709893520d",NA
"56d835b1e4b0c5fd0bebef50","Oil Tanker"
"56d835b1e4b0de6e5887b093","Oil Tanker"
"56d835b1e4b0e7b60f9df4aa",NA
"56d835b1e4b0fe4de22475af","Container Vessel"
"56d835fbe4b02c65b773100a","Bulk Carrier"
"56d835fbe4b04690e5e698c6",NA
"56d835fbe4b0550004876e3a","Oil Tanker"
"56d835fbe4b05b8c70fda3d0",NA
"56d835fbe4b08a253162ab66","Bulk Carrier"
"56d835fce4b013a6a061fc78","Bulk Carrier"
"56d835fce4b058bc0872b357","Container Vessel"
"56d8367ae4b00146513f9191","Bulk Carrier"
"56d8367ae4b001ecd97864f4","Tug"
"56d8367ae4b002eabab58167","Reefer"
"56d8367ae4b002eabab5816d","Container Vessel"
"56d8367ae4b0039bb584737e","Bulk Carrier"
"56d8367ae4b0051476b29290","Bulk Carrier"
"56d8367ae4b0082da03108d2",NA
"56d8367ae4b00da0b000f888","Bulk Carrier"
"56d8367ae4b00da0b000f889","Container Vessel"
"56d8367ae4b0102092ba139e",NA
"56d8367ae4b0102092ba13a0","Reefer"
"56d8367ae4b01129f9ef3b7f","Bulk Carrier"
"56d8367ae4b012c4009411cf","Container Vessel"
"56d8367ae4b012c4009411d0","Bulk Carrier"
"56d8367ae4b013b962386c54","Oil Tanker"
"56d8367ae4b013b962386c60","Bulk Carrier"
"56d8367ae4b018c4bd85a43b","Bulk Carrier"
"56d8367ae4b018c4bd85a43c","Bulk Carrier"
"56d8367ae4b018c4bd85a441","Oil Tanker"
"56d8367ae4b0198613d0a4ec","Bulk Carrier"
"56d8367ae4b019c3c1f1ac12","Reefer"
"56d8367ae4b019c3c1f1ac19","Container Vessel"
"56d8367ae4b01b88a1e19e10","Tug"
"56d8367ae4b01c7098935227",NA
"56d8367ae4b01c709893522a","Oil Tanker"
"56d8367ae4b01ce41c246900","Container Vessel"
"56d8367ae4b01ce41c246906","Tug"
"56d8367ae4b01da0af772528","Bulk Carrier"
"56d8367ae4b01ec304d3ddc6","Passenger Vessel"
"56d8367ae4b026569c5acb7a","Bulk Carrier"
"56d8367ae4b0271c9aa3731e",NA
"56d8367ae4b0271c9aa37323","Bulk Carrier"
"56d8367ae4b0296bbc0d34ef",NA
"56d8367ae4b0296bbc0d34f0","Bulk Carrier"
"56d8367ae4b0296bbc0d34f1",NA
"56d8367ae4b0296bbc0d34f3","Container Vessel"
"56d8367ae4b02c65b773100d","Oil Tanker"
"56d8367ae4b02c65b7731013",NA
"56d8367ae4b0344ec5de74f8","Oil Tanker"
"56d8367ae4b0370600ea69ef","Bulk Carrier"
"56d8367ae4b03c8d0f23d4d9","Bulk Carrier"
"56d8367ae4b03ff86c5e8dae","Reefer"
"56d8367ae4b03ff86c5e8db1","Container Vessel"
"56d8367ae4b04690e5e698cc","Bulk Carrier"
"56d8367ae4b04b350fcdf201",NA
"56d8367ae4b04eb0dbddaca2","Bulk Carrier"
"56d8367ae4b04eb0dbddaca7","Reefer"
"56d8367ae4b04f8dc3fc3d9d",NA
"56d8367ae4b05200a64f3aed","Bulk Carrier"
"56d8367ae4b05200a64f3aef",NA
"56d8367ae4b05200a64f3af0",NA
"56d8367ae4b05200a64f3af1",NA
"56d8367ae4b0581dc93c94fd","Oil Tanker"
"56d8367ae4b0581dc93c9506",NA
"56d8367ae4b05b8c70fda3d4",NA
"56d8367ae4b05b8c70fda3d8","Bulk Carrier"
"56d8367ae4b05b8c70fda3e0","Bulk Carrier"
"56d8367ae4b064423ed9346a","Container Vessel"
"56d8367ae4b0646786326149",NA
"56d8367ae4b06601c5c57bfd",NA
"56d8367ae4b07096ffb1f30a",NA
"56d8367ae4b07096ffb1f30d",NA
"56d8367ae4b071261a9d0b22","Container Vessel"
"56d8367ae4b071261a9d0b27",NA
"56d8367ae4b071261a9d0b2a","Bulk Carrier"
"56d8367ae4b071261a9d0b2c",NA
"56d8367ae4b0717ad01d52d7",NA
"56d8367ae4b0774aff6cd367","Bulk Carrier"
"56d8367ae4b088455d1c11b7","Container Vessel"
"56d8367ae4b088d8eaae2b9e","Bulk Carrier"
"56d8367ae4b08a253162ab6b","Bulk Carrier"
"56d8367ae4b08a253162ab6f","Container Vessel"
"56d8367ae4b08a253162ab73","Bulk Carrier"
"56d8367ae4b08a253162ab77",NA
"56d8367ae4b08ed15aa165a1","Container Vessel"
"56d8367ae4b091321c0a832d","Oil Tanker"
"56d8367ae4b091321c0a8330","Container Vessel"
"56d8367ae4b091321c0a8331","Tug"
"56d8367ae4b098a28bab8e1a",NA
"56d8367ae4b09944e7aa6e28","Tug"
"56d8367ae4b09944e7aa6e29",NA
"56d8367ae4b09944e7aa6e37",NA
"56d8367ae4b09944e7aa6e3b","Container Vessel"
"56d8367ae4b09b379252ab80",NA
"56d8367ae4b09d52056e9a3d","Bulk Carrier"
"56d8367ae4b09e7587fecaaf",NA
"56d8367ae4b09f39bec6846e","Bulk Carrier"
"56d8367ae4b09fa4bf9e9700","Bulk Carrier"
"56d8367ae4b09fa4bf9e9707",NA
"56d8367ae4b0a0bfc44b9a63","Container Vessel"
"56d8367ae4b0a0bfc44b9a6e","Container Vessel"
"56d8367ae4b0a1804a32f9ed","Bulk Carrier"
"56d8367ae4b0a320bed3b39e","Bulk Carrier"
"56d8367ae4b0a320bed3b3a5","Container Vessel"
"56d8367ae4b0a320bed3b3a8",NA
"56d8367ae4b0a81e7db19db8","Container Vessel"
"56d8367ae4b0ab7093265e56","Container Vessel"
"56d8367ae4b0ab7093265e58",NA
"56d8367ae4b0ad1bfa260c42",NA
"56d8367ae4b0af1fdd6a1768","Tug"
"56d8367ae4b0b2a61c63ab5e",NA
"56d8367ae4b0b2a61c63ab60","Bulk Carrier"
"56d8367ae4b0b5c97863469c",NA
"56d8367ae4b0b5c9786346a5","Container Vessel"
"56d8367ae4b0b5c9786346a7",NA
"56d8367ae4b0ba9a5eab18be","Fishing Vessel"
"56d8367ae4b0ba9a5eab18bf","Bulk Carrier"
"56d8367ae4b0c239f219cadc","Container Vessel"
"56d8367ae4b0c239f219cadd",NA
"56d8367ae4b0c239f219cade",NA
"56d8367ae4b0c239f219cae1",NA
"56d8367ae4b0c363b5cdefa6","Bulk Carrier"
"56d8367ae4b0c363b5cdefb0","Container Vessel"
"56d8367ae4b0c50cbbdeaeab",NA
"56d8367ae4b0c5e7bb970a1e",NA
"56d8367ae4b0c5e7bb970a20","Container Vessel"
"56d8367ae4b0c5fd0bebef6f","Reefer"
"56d8367ae4b0c69889b191f5",NA
"56d8367ae4b0c8d95c300b88","Oil Tanker"
"56d8367ae4b0d38e4536ee6b","Bulk Carrier"
"56d8367ae4b0d38e4536ee6c","Oil Tanker"
